eraJournalId,title,foreignTitle,forOne,forOneName,forTwo,forTwoName,forThree,forThreeName,issn1,issn2,issn3,issn4,issn5,issn6,issn7
34289,Physica B: Condensed Matter,,204,Condensed Matter Physics,206,Quantum Physics,303,Macromolecular and Materials Chemistry,0921-4526,1873-2135,,,,,
1126,Physica C: Superconductivity and its Applications,,912,Materials Engineering,906,Electrical And Electronic Engineering,204,Condensed Matter Physics,0921-4534,1873-2143,,,,,
352,Physica D: Nonlinear Phenomena,,102,Applied Mathematics,,,,,0167-2789,1872-8022,,,,,
1127,Physica E: Low-Dimensional Systems and Nanostructures,,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",912,Materials Engineering,1007,Nanotechnology,1386-9477,1873-1759,,,,,
40436,Physica Medica: an international journal devoted to the applications of physics to medicine and biology,,2,Physical Sciences,6,Biological Sciences,11,Medical And Health Sciences,1120-1797,1724-191X,,,,,
1014,Physica Scripta: an international journal for experimental and theoretical physics,,1,Mathematical Sciences,2,Physical Sciences,,,0031-8949,0281-1847,1402-4896,,,,
1128,Physica Status Solidi A: Applications and Materials Science,,204,Condensed Matter Physics,912,Materials Engineering,1007,Nanotechnology,1862-6300,1862-6319,,,,,
1129,Physica Status Solidi B: Basic Solid State Physics,,204,Condensed Matter Physics,206,Quantum Physics,1007,Nanotechnology,0370-1972,1521-3951,,,,,
1130,Physica Status Solidi C: Current Topics in Solid State Physics,,206,Quantum Physics,912,Materials Engineering,204,Condensed Matter Physics,1610-1642,1862-6351,,,,,
34288,Physica Status Solidi: Rapid Research Letters,,204,Condensed Matter Physics,912,Materials Engineering,1007,Nanotechnology,1862-6254,1862-6270,,,,,
35179,Physical and Occupational Therapy in Geriatrics: current trends in geriatric rehabilitation,,1103,Clinical Sciences,,,,,0270-3181,1541-3152,,,,,
16759,Physical and Occupational Therapy in Pediatrics,,1114,Paediatrics And Reproductive Medicine,1117,Public Health And Health Services,,,0194-2638,1541-3144,,,,,
30238,Physical Biology,,9,Engineering,2,Physical Sciences,6,Biological Sciences,1478-3967,1478-3975,,,,,
1219,Physical Chemistry Chemical Physics,,2,Physical Sciences,3,Chemical Sciences,,,1463-9076,1463-9084,,,,,
124621,Physical Communication,,1005,Communications Technologies,,,,,1874-4907,1876-3219,,,,,
20554,Physical Education and Sport Pedagogy,,1302,Curriculum And Pedagogy ,1303,Specialist Studies In Education,,,1740-8989,1742-5786,,,,,
41089,Physical Educator: a magazine for the profession,,1302,Curriculum And Pedagogy ,,,,,0031-8981,,,,,,
2029,Physical Geography,,401,Atmospheric Sciences,406,Physical Geography And Environmental Geoscience,,,0272-3646,1930-0557,,,,,
41090,Physical Medicine and Rehabilitation,,1103,Clinical Sciences,,,,,1934-1482,,,,,,
1017,"Physical Review A: Atomic, Molecular and Optical Physics",,2,Physical Sciences,1,Mathematical Sciences,3,Chemical Sciences,1050-2947,1094-1622,,,,,
1131,Physical Review B: Condensed Matter and Materials Physics,,2,Physical Sciences,3,Chemical Sciences,,,1098-0121,1550-235X,,,,,
1220,Physical Review C: Nuclear Physics,,202,"Atomic, Molecular, Nuclear, Particle And Plasma Physics",,,,,0556-2813,1089-490X,,,,,
1078,"Physical Review D: Particles, Fields, Gravitation and Cosmology",,201,Astronomical and Space Sciences,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",206,Quantum Physics,1550-7998,1550-2368,,,,,
1018,"Physical Review E: Statistical, Nonlinear, and Soft Matter Physics",,1,Mathematical Sciences,2,Physical Sciences,9,Engineering,1539-3755,1550-2376,,,,,
1019,Physical Review Letters,,2,Physical Sciences,,,,,0031-9007,1079-7114,1092-0145,,,,
34287,Physical Review Special Topics: Accelerators and Beams,,2,Physical Sciences,,,,,1098-4402,,,,,,
201372,Physical Review Special Topics: Physics Education Research,,1302,Curriculum and Pedagogy,,,,,1554-9178, , , , , , 
201373,Physical Review X,,206,Quantum Physics,,,,,2160-3308, , , , , , 
16761,Physical Therapy,,1103,Clinical Sciences,1106,Human Movement And Sports Science,,,0031-9023,1538-6724,,,,,
9796,Physical Therapy in Sport,,1106,Human Movement And Sports Science,1103,Clinical Sciences,,,1466-853X,1873-1600,,,,,
16762,Physical Therapy Reviews,,1103,Clinical Sciences,1106,Human Movement And Sports Science,,,1083-3196,1743-288X,,,,,
4124,Physics and Chemistry of Minerals,,402,Geochemistry,912,Materials Engineering,,,0342-1791,1432-2021,,,,,
35061,Physics and Chemistry of the Earth,,403,Geology,404,Geophysics,402,Geochemistry,1464-1895,1464-1909,1474-7065,1873-5193,,,
20645,Physics Education,,1302,Curriculum And Pedagogy ,,,,,0031-9120,1361-6552,,,,,
201374,Physics Essays,,201,Astronomical and Space Sciences,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",203,Classical Physics,0836-1398, , , , , , 
1022,Physics in Medicine and Biology,,299,Other Physical Sciences,903,Biomedical Engineering ,,,0031-9155,1361-6560,,,,,
11402,Physics in Perspective,,2202,History And Philosophy Of Specific Fields,,,,,1422-6944,1422-6960,,,,,
1023,"Physics Letters A: General Physics, Nonlinear Science, Statistical Physics, Atomic, Molecular and Cluster Physics, Plasma and Fluid Physics, Condensed Matter, Cross-disciplinary Physics, Biological Physics, Nanosciences, Quantum Physics",,1,Mathematical Sciences,2,Physical Sciences,,,0375-9601,1873-2429,,,,,
1024,Physics Letters B: Nuclear Physics and Particle Physics,,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",201,Astronomical and Space Sciences,105,Mathematical Physics,0370-2693,1873-2445,,,,,
1222,Physics of Atomic Nuclei,,202,"Atomic, Molecular, Nuclear, Particle And Plasma Physics",,,,,0044-0027,1063-7788,1562-692X,,,,
1298,Physics of Fluids,,1,Mathematical Sciences,2,Physical Sciences,9,Engineering,1070-6631,1089-7666,,,,,
124434,Physics of Life Reviews,,MD,Multidisciplinary,,,,,1571-0645,1873-1457,,,,,
4733,Physics of Metals and Metallography,Fizika Metallov i Metallovedenie,912,Materials Engineering,204,Condensed Matter Physics,914,Resources Engineering And Extractive Metallurgy,0031-918X,1555-6190,0015-3230,,,,
34286,Physics of Particles and Nuclei,Fizika Elementarnykh Chastits i Atomnogo Yadra,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",204,Condensed Matter Physics,,,0090-4759,0367-2026,1063-7796,1531-8559,,,
1223,Physics of Plasmas,,202,"Atomic, Molecular, Nuclear, Particle And Plasma Physics",201,Astronomical And Space Sciences,203,Classical Physics,1070-664X,1089-7674,,,,,
1884,Physics of the Earth and Planetary Interiors,,402,Geochemistry,404,Geophysics,201,Astronomical and Space Sciences,0031-9201,1872-7395,,,,,
1133,Physics of the Solid State,Fizika Tverdogo Tela,206,Quantum Physics,204,Condensed Matter Physics,203,Classical Physics,0367-3294,1063-7834,1090-6460,,,,
1025,Physics Reports,,1,Mathematical Sciences,2,Physical Sciences,,,0370-1573,1873-6270,,,,,
1026,Physics Today,,1,Mathematical Sciences,2,Physical Sciences,,,0031-9228,1945-0699,,,,,
1027,Physics-Uspekhi,,1,Mathematical Sciences,2,Physical Sciences,,,0038-5670,0042-1294,1063-7869,1468-4780,,,
2634,Physiologia Plantarum,,607,Plant Biology,601,Biochemistry And Cell Biology,706,Horticultural Production,0031-9317,1399-3054,,,,,
2992,Physiological and Biochemical Zoology,,608,Zoology,1116,Medical Physiology,606,Physiology ,0031-935X,1522-2152,1537-5293,,,,
2635,Physiological and Molecular Plant Pathology,,605,Microbiology ,607,Plant Biology,703,Crop And Pasture Production,0885-5765,1096-1178,,,,,
2991,Physiological Entomology,,608,Zoology,606,Physiology,602,Ecology,0307-6962,1365-3032,,,,,
14629,Physiological Genomics,,1116,Medical Physiology,,,,,1094-8341,1531-2267,,,,,
14630,Physiological Measurement,,903,Biomedical Engineering ,1116,Medical Physiology,906,Electrical And Electronic Engineering,0967-3334,1361-6579,,,,,
201375,Physiological Reports,,606,Physiology,1103,Clinical Sciences,1116,Medical Physiology,2051-817X, , , , , , 
14631,Physiological Research,,1116,Medical Physiology,,,,,0862-8408,1802-9973,,,,,
14632,Physiological Reviews,,6,Biological Sciences,11,Medical And Health Sciences,,,0031-9333,1522-1210,,,,,
3174,Physiology,,606,Physiology,1116,Medical Physiology,1106,Human Movement and Sports Science,1548-9213,1548-9221,,,,,
6563,Physiology and Behavior,,6,Biological Sciences,11,Medical And Health Sciences,17,Psychology And Cognitive Sciences,0031-9384,1873-507X,,,,,
201376,Physiology Journal,,606,Physiology,,,,,2314-4319,2314-4300, , , , , 
16764,Physiotherapy,,1103,Clinical Sciences,1106,Human Movement And Sports Science,1199,Other Medical And Health Sciences,0031-9406,1873-1465,,,,,
16765,Physiotherapy Canada,,1103,Clinical Sciences,1106,Human Movement And Sports Science,,,0300-0508,1708-8313,,,,,
16766,Physiotherapy Research International,,1103,Clinical Sciences,,,,,1358-2267,1471-2865,,,,,
16768,Physiotherapy Theory and Practice: an international journal of physical therapy,,1103,Clinical Sciences,1106,Human Movement And Sports Science,,,0959-3985,1532-5040,,,,,
1657,Phytochemical Analysis,,3,Chemical Sciences,11,Medical and Health Sciences,6,Biological Sciences,0958-0344,1099-1565,,,,,
124027,Phytochemistry Letters,,304,Medicinal and Biomolecular Chemistry,607,Plant Biology,1115,Pharmacology and Pharmaceutical Sciences,1874-3900,1876-7486,,,,,
124749,Phytochemistry Reviews: fundamentals and perspectives of natural products research,,305,Organic Chemistry,607,Plant Biology,604,Genetics,1572-980X,1568-7767,,,,,
1371,"Phytochemistry: the international journal of plant chemistry, plant biochemistry and molecular biology",,3,Chemical Sciences,11,Medical and Health Sciences,6,Biological Sciences,0031-9422,1873-3700,,,,,
2636,Phytocoenologia: international journal of vegetation ecology,,607,Plant Biology,,,,,0340-269X,,,,,,
14851,Phytomedicine,,1115,Pharmacology And Pharmaceutical Sciences,1104,Complementary And Alternative Medicine,607,Plant Biology,0944-7113,1618-095X,,,,,
31068,Phyton: Annales Rei Botanicae,,703,Crop And Pasture Production,,,,,0079-2047,,,,,,
2638,Phytoparasitica: Israel journal of plant protection sciences,,607,Plant Biology,703,Crop And Pasture Production,,,0334-2123,1876-7184,,,,,
2639,Phytopathology: International Journal of the American Phytopathological Society,,607,Plant Biology,605,Microbiology ,703,Crop And Pasture Production,0031-949X,1943-7684,,,,,
14852,Phytotherapy Research,,11,Medical And Health Sciences,3,Chemical Sciences,6,Biological Sciences,0951-418X,1099-1573,,,,,
2273,Pigment Cell and Melanoma Research,,6,Biological Sciences,11,Medical And Health Sciences,,,0893-5785,1755-1471,1755-148X,,,,
201378,Pilgrimages: The Journal of Dorothy Richardson Studies,,2005,Literary Studies,,,,,2050-9502, , , , , , 
124201,Pimatisiwin,,1608,Sociology,2002,Cultural Studies,1117,Public Health And Health Services,1705-7841,,,,,,
12071,Pirandello Studies,,1904,Performing Arts And Creative Writing,2005,Literary Studies,,,1471-9363,,,,,,
34806,Place Branding and Public Diplomacy,,2001,Communication And Media Studies,1505,Marketing,1606,Political Science,1744-0696,1751-8040,1751-8059,,,,
16769,Placenta,,1103,Clinical Sciences,1114,Paediatrics and Reproductive Medicine,,,0143-4004,1532-3102,,,,,
20909,Places: a forum of environmental design,,1205,Urban And Regional Planning,,,,,0731-0455,,,,,,
1079,Planetary and Space Science,,201,Astronomical And Space Sciences,,,,,0032-0633,1873-5088,,,,,
20912,"Planning Perspectives: an international journal of history, planning and the environment",,1205,Urban And Regional Planning,2103,Historical Studies,,,0266-5433,1466-4518,,,,,
21021,Planning Practice and Research,,1205,Urban And Regional Planning,,,,,0269-7459,1360-0583,,,,,
20913,Planning Theory,,1205,Urban And Regional Planning,,,,,1473-0952,1741-3052,,,,,
20914,Planning Theory and Practice,,1205,Urban And Regional Planning,,,,,1464-9357,1470-000X,,,,,
2641,Plant and Cell Physiology,,607,Plant Biology,601,Biochemistry and Cell Biology,,,0032-0781,1471-9053,,,,,
2642,Plant and Soil: international journal on plant-soil relationships,,5,Environmental Sciences,6,Biological Sciences,7,Agricultural And Veterinary Sciences,0032-079X,1573-5036,,,,,
2643,Plant Biology,,607,Plant Biology,,,,,1435-8603,1438-8677,,,,,
123635,Plant Biosystems,,502,Environmental Science And Management,602,Ecology,607,Plant Biology,1126-3504,1724-5575,,,,,
3376,Plant Biotechnology Journal,,10,Technology,6,Biological Sciences,11,Medical And Health Sciences,1467-7644,1467-7652,,,,,
5322,Plant Breeding,,703,Crop and Pasture Production,607,Plant Biology,102,Applied Mathematics,0179-9541,1439-0523,,,,,
2645,Plant Cell Reports,,607,Plant Biology,703,Crop and Pasture Production,,,0721-7714,1432-203X,,,,,
2646,"Plant Cell, Tissue and Organ Culture: an international journal on in vitro culture of higher plants",,607,Plant Biology,703,Crop And Pasture Production,,,0167-6857,1573-5044,,,,,
2647,Plant Disease: an international journal of applied plant pathology,,605,Microbiology ,607,Plant Biology,703,Crop And Pasture Production,0191-2917,1943-7692,,,,,
3307,Plant Ecology,,602,Ecology,607,Plant Biology,,,0042-3106,1385-0237,1573-5052,,,,
124640,Plant Ecology and Diversity,,602,Ecology,607,Plant Biology,501,Ecological Applications,1755-0874,1755-1668,,,,,
5365,Plant Genetic Resources: Characterization and Utilization,,703,Crop And Pasture Production,,,,,0952-3863,1479-2621,1479-263X,,,,
2648,Plant Growth Regulation: an international journal on plant growth and development,,607,Plant Biology,703,Crop and Pasture Production,,,0167-6903,1573-5087,,,,,
40353,Plant Methods,,607,Plant Biology,1001,Agricultural Biotechnology,601,Biochemistry and Cell Biology,1746-4811,,,,,,
2651,Plant Molecular Biology Reporter,,607,Plant Biology,,,,,0733-0537,0735-9640,1572-9818,,,,
2650,"Plant Molecular Biology: An International Journal on Molecular Biology, Molecular Genetics and Biochemistry",,604,Genetics,607,Plant Biology,601,Biochemistry and Cell Biology,0167-4412,1573-5028,,,,,
2652,Plant Pathology,,605,Microbiology,607,Plant Biology,703,Crop and Pasture Production,0032-0862,1365-3059,,,,,
2653,Plant Physiology,,6,Biological Sciences,7,Agriculture and Veterinary Sciences,,,0032-0889,1532-2548,,,,,
2654,Plant Physiology and Biochemistry,,503,Soil Sciences,607,Plant Biology,,,0981-9428,1873-2690,,,,,
5323,Plant Production Science,,703,Crop And Pasture Production,,,,,1343-943X,1349-1008,,,,,
2655,Plant Protection Quarterly,,607,Plant Biology,706,Horticultural Production,501,Ecological Applications,0815-2195,,,,,,
2666,Plant Reproduction,,607,Plant Biology,,,,,0934-0882,1432-2145,2194-7953,2194-7961,,,
2656,Plant Science,,607,Plant Biology,703,Crop And Pasture Production,,,0168-9452,1873-2259,,,,,
36852,Plant Signaling and Behavior,,607,Plant Biology,601,Biochemistry and Cell Biology,706,Horticultural Production,1559-2316,1559-2324,,,,,
201379,Plant Species Biology,,602,Ecology,603,Evolutionary Biology,607,Plant Biology,0913-557X,1442-1984, , , , , 
2657,Plant Systematics and Evolution,Entwicklungsgeschichte und Systematik der Pflanzen,603,Evolutionary Biology,607,Plant Biology,,,0378-2697,1615-6110,,,,,
2644,"Plant, Cell and Environment",,6,Biological Sciences,7,Agriculture and Veterinary Sciences,,,0140-7791,1365-3040,,,,,
5292,"Plant, Soil and Environment",,503,Soil Sciences,607,Plant Biology,703,Crop And Pasture Production,1214-1178,,,,,,
2660,Planta Medica: natural products and medicinal plant research,,607,Plant Biology,1115,Pharmacology And Pharmaceutical Sciences,1104,Complementary And Alternative Medicine,0032-0943,1439-0221,,,,,
2659,Planta: an international journal of plant biology,,607,Plant Biology,703,Crop and Pasture Production,,,0032-0935,1432-2048,,,,,
41197,Plasma and Fusion Research,,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",201,Astronomical and Space Sciences,,,1880-6821,,,,,,
1224,Plasma Chemistry and Plasma Processing,,202,"Atomic, Molecular, Nuclear, Particle And Plasma Physics",904,Chemical Engineering ,,,0272-4324,1572-8986,,,,,
1225,Plasma Physics and Controlled Fusion,,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",299,Other Physical Sciences,,,0741-3335,1361-6587,,,,,
1227,Plasma Processes and Polymers,,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",912,Materials Engineering,306,Physical Chemistry (incl. Structural),1612-8850,1612-8869,,,,,
1228,Plasma Science and Technology,,202,"Atomic, Molecular, Nuclear, Particle And Plasma Physics",,,,,1009-0630,,,,,,
1229,Plasma Sources Science and Technology,,202,"Atomic, Molecular, Nuclear, Particle And Plasma Physics",,,,,0963-0252,1361-6595,,,,,
2408,Plasmid,,604,Genetics ,,,,,0147-619X,1095-9890,,,,,
201380,Plasmonics,,202,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",299,Other Physical Sciences,,,1557-1963,1557-1955, , , , , 
16770,Plastic and Reconstructive Surgery,,1103,Clinical Sciences,,,,,0032-1052,1529-4242,,,,,
30459,Plastic Surgical Nursing,,1110,Nursing,,,,,0741-5206,1550-1841,,,,,
5004,Plastics Rubber and Composites,,912,Materials Engineering,910,Manufacturing Engineering,913,Mechanical Engineering,0959-8111,1465-8011,1743-2898,,,,
16771,Platelets (London),,1103,Clinical Sciences,,,,,0953-7104,1369-1635,,,,,
201381,Platform: journal of media and communication,,2001,Communication and Media Studies,1608,Sociology,1902,"Film, Television and Digital Media",1836-5132, , , , , , 
2108,PLoS Biology,,6,Biological Sciences,11,Medical And Health Sciences,7,Agricultural And Veterinary Sciences,1544-9173,1545-7885,,,,,
40033,PLoS Clinical Trials,,1103,Clinical Sciences,,,,,1555-5887,,,,,,
35086,PLoS Computational Biology,,6,Biological Sciences,8,Information and Computing Sciences,1,Mathematical Sciences,1553-734X,1553-7358,,,,,
122825,PLoS Currents: Tree of Life,,603,Evolutionary Biology,,,,,2157-3999,,,,,,
2439,PLoS Genetics,,604,Genetics,,,,,1553-7390,1553-7404,,,,,
13748,PLoS Medicine,,11,Medical and Health Sciences,,,,,1549-1277,1549-1676,,,,,
40211,PLoS Neglected Tropical Diseases,,6,Biological Sciences,11,Medical and Health Sciences,,,1935-2727,1935-2735,,,,,
39745,PLoS One,,MD,Multidisciplinary,,,,,1932-6203,,,,,,
39744,PLoS Pathogens,,605,Microbiology,1107,Immunology,1108,Medical Microbiology,1553-7366,1553-7374,,,,,
34285,PMC Physics B,,1,Mathematical Sciences,2,Physical Sciences,,,1754-0429,,,,,,
9380,PMLA,,2003,Language Studies,2005,Literary Studies,2004,Linguistics,0030-8129,,,,,,
201382,Pneumonia,,1199,Other Medical and Health Sciences,,,,,2200-6133, , , , , , 
9727,PNG Coffee Journal,,908,Food Sciences,,,,,1018-0702,,,,,,
12078,Poetics,,2005,Literary Studies,1608,Sociology,,,0304-422X,1872-7514,,,,,
123157,Poetics Today: international journal for theory and analysis of literature and communication,,2005,Literary Studies,,,,,0333-5372,1527-5507,,,,,
44966,Poetique: revue de theorie et d'analyse litteraires,,2005,Literary Studies,,,,,0032-2024,,,,,,
3308,Polar Biology,,6,Biological Sciences,,,,,0722-4060,1432-2056,,,,,
124643,Polar Geography,,406,Physical Geography And Environmental Geoscience,1604,Human Geography,,,1088-937X,1939-0513,,,,,
36328,Polar Record,,MD,Multidisciplinary,,,,,0032-2474,1475-3057,,,,,
1940,Polar Research,,405,Oceanography,406,Physical Geography And Environmental Geoscience,,,0800-0395,1751-8369,,,,,
124551,Polar Science,,4,Earth Sciences,6,Biological Sciences,2,Physical Sciences,1873-9652,1876-4428,,,,,
201383,Polarforschung,,403,Geology,404,Geophysics,406,Physical Geography and Environmental Geoscience,0032-2490,2190-1090, , , , , 
122828,Polari Journal,,1904,Performing Arts And Creative Writing,1999,Other Studies In Creative Arts And Writing,,,1837-9885,,,,,,
17376,Police Practice and Research: an international journal,,1602,Criminology,,,,,1477-271X,1561-4263,,,,,
17377,Police Quarterly,,1602,Criminology,1801,Law,,,1098-6111,1552-745X,,,,,
17379,Policing (Oxford): a journal of policy and practice,,1602,Criminology,,,,,1752-4512,1752-4520,,,,,
17380,Policing and Society: an international journal of research and policy,,1602,Criminology,1605,Policy And Administration,1607,Social Work,1043-9463,1477-2728,,,,,
17378,Policing: an international journal of police strategies and management,,1602,Criminology,,,,,1363-951X,1758-695X,,,,,
201384,Policy and Internet,,1605,Policy and Administration,2001,Communication and Media Studies,,,1944-2866, , , , , , 
18952,Policy and Politics: an international journal,,1605,Policy And Administration,1606,Political Science,,,0305-5736,1470-8442,,,,,
13749,Policy and Practice in Health and Safety,,1117,Public Health and Health Services,1801,Law,,,1477-3996,1477-4003,,,,,
18953,Policy and Society,,1605,Policy And Administration,1606,Political Science,,,1449-4035,,,,,,
19931,Policy Futures in Education,,1303,Specialist Studies in Education,1606,Political Science,1605,Policy and Administration,1478-2103,,,,,,
30460,Policy Politics and Nursing Practice,,1110,Nursing,,,,,1527-1544,1552-7468,,,,,
18955,Policy Sciences: an international journal devoted to the improvement of policy making,,1605,Policy and Administration,1606,Political Science,,,0032-2687,1573-0891,,,,,
35949,Policy Studies,,1605,Policy and Administration,1606,Political Science,1402,Applied Economics,0144-2872,1470-1006,,,,,
18956,Policy Studies Journal,,1605,Policy And Administration,1606,Political Science,,,0190-292X,1541-0072,,,,,
1231,Polimery,,303,Macromolecular And Materials Chemistry,912,Materials Engineering,,,0032-2725,,,,,,
201385,Polish Archives of Internal Medicine,Polskie Archiwum Medycyny Wewnetrznej ,1102,Cardiovascular Medicine and Haematology,1103,Clinical Sciences,1117,Public Health and Health Services,0032-3772,1897-9483, , , , , 
201386,Polish Endocrinology,Endokrynologia Polska,1103,Clinical Sciences,,,,,0423-104X,0032-2857, , , , , 
1372,Polish Journal of Chemistry,,3,Chemical Sciences,,,,,0137-5083,,,,,,
5293,Polish Journal of Soil Science,,503,Soil Sciences,607,Plant Biology,703,Crop And Pasture Production,0079-2985,,,,,,
34383,Polish Polar Research,,403,Geology,,,,,0138-0338,,,,,,
6564,Polish Psychological Bulletin,,1701,Psychology,1702,Cognitive Science,,,0079-2993,1641-7844,,,,,
201387,Polish Yearbook of International Law,,1801,Law,,,,,0554-498X, , , , , , 
123395,Politica Externa,,1606,Political Science,,,,,1518-6660,,,,,,
18960,Political Analysis,,1606,Political Science,,,,,1047-1987,1476-4989,,,,,
18961,Political Behavior,,1606,Political Science,,,,,0190-9320,1573-6687,,,,,
9246,Political Communication: an international journal,,1606,Political Science,2001,Communication And Media Studies,,,1058-4609,1091-7675,,,,,
41091,Political Crossroads,,1606,Political Science,,,,,1323-5761,,,,,,
5971,Political Geography,,1604,Human Geography,1606,Political Science,1605,Policy And Administration,0962-6298,1873-5096,,,,,
6565,Political Psychology,,1606,Political Science,1701,Psychology,1702,Cognitive Science,0162-895X,1467-9221,,,,,
18965,Political Quarterly,,1606,Political Science,,,,,0032-3179,1467-923X,,,,,
18966,Political Research Quarterly,,1606,Political Science,,,,,1065-9129,1938-274X,,,,,
18967,Political Science,,1606,Political Science,,,,,0032-3187,2041-0611,,,,,
18969,Political Studies,,1606,Political Science,,,,,0032-3217,1467-9248,,,,,
40642,Political Studies Review,,1606,Political Science,,,,,1478-9299,1478-9302,,,,,
40494,Political Theology,,2204,Religion And Religious Studies,1606,Political Science,2203,Philosophy ,1462-317X,1743-1719,,,,,
8601,Political Theory,,1606,Political Science,2203,Philosophy ,,,0090-5917,1552-7476,,,,,
41149,Politics (Oxford): cutting edge political science in short-article format,,1606,Political Science,1801,Law,,,0263-3957,1467-9256,,,,,
18817,Politics and Gender,,1606,Political Science,1699,Other Studies In Human Society,,,1743-923X,1743-9248,,,,,
36167,Politics and Policy,,1605,Policy And Administration,1606,Political Science,,,1555-5623,1747-1346,,,,,
36239,Politics and Society,,1605,Policy And Administration,1606,Political Science,,,0032-3292,1552-7514,,,,,
35328,Politics and the Life Sciences,,1199,Other Medical And Health Sciences,1606,Political Science,,,0730-9384,1471-5457,,,,,
35927,"Politics, Philosophy and Economics",,1499,Other Economics,1606,Political Science,2203,Philosophy,1470-594X,1741-3060,,,,,
201390,Politik,,1605,Policy and Administration,1606,Political Science,,,1604-0058, , , , , , 
124375,Politikon: South African journal of political science,,1606,Political Science,,,,,0258-9346,1470-1014,,,,,
42091,Politique et Societes,,1606,Political Science,,,,,1203-9438,,,,,,
30384,Polity,,1606,Political Science,,,,,0032-3497,1744-1684,,,,,
31480,Polygraph: an international journal of culture and politics,,2005,Literary Studies,,,,,1533-9793,,,,,,
1542,Polyhedron,,302,Inorganic Chemistry,399,Other Chemical Sciences,306,Physical Chemistry (incl. Structural),0277-5387,1873-3719,,,,,
1688,Polymer,,3,Chemical Sciences,9,Engineering,,,0032-3861,1873-2291,,,,,
1689,Polymer Bulletin,,303,Macromolecular And Materials Chemistry,912,Materials Engineering,,,0170-0839,1436-2449,,,,,
123185,Polymer Chemistry,,303,Macromolecular and Materials Chemistry,307,Theoretical and Computational Chemistry,,,1759-9954,1759-9962,,,,,
1690,Polymer Composites,,303,Macromolecular And Materials Chemistry,912,Materials Engineering,,,0272-8397,1548-0569,,,,,
1691,Polymer Degradation and Stability,,303,Macromolecular And Materials Chemistry,904,Chemical Engineering ,912,Materials Engineering,0141-3910,0144-2880,1873-2321,,,,
1692,Polymer Engineering and Science,,303,Macromolecular And Materials Chemistry,904,Chemical Engineering ,912,Materials Engineering,0032-3888,1548-2634,,,,,
1693,Polymer International,,301,Analytical Chemistry,904,Chemical Engineering ,912,Materials Engineering,0959-8103,1097-0126,,,,,
1694,Polymer Journal,,303,Macromolecular And Materials Chemistry,912,Materials Engineering,,,0032-3896,1349-0540,,,,,
1675,Polymer Reviews ,,303,Macromolecular And Materials Chemistry,,,,,1558-3724,,,,,,
40505,Polymer Science Series C: Selected Topics,Vysokomolekulyarnye Soedineniya: Seriya C,306,Physical Chemistry (incl. Structural),912,Materials Engineering,307,Theoretical and Computational Chemistry,1811-2382,1555-614X,,,,,
1697,Polymer Testing,,303,Macromolecular And Materials Chemistry,912,Materials Engineering,913,Mechanical Engineering,0142-9418,1873-2348,,,,,
3542,Polymeric Materials Science and Engineering,,912,Materials Engineering,,,,,0743-0515,1550-6703,,,,,
1698,Polymer-Plastics Technology and Engineering,,303,Macromolecular And Materials Chemistry,,,,,0360-2559,0735-7931,1054-3414,1525-6111,,,
201391,Polymers,,3,Chemical Sciences,9,Engineering,,,2073-4360, , , , , , 
1699,Polymers and Polymer Composites,,3,Chemical Sciences,9,Engineering,,,0952-6900,0967-3911,1478-2391,,,,
1700,Polymers for Advanced Technologies,,303,Macromolecular And Materials Chemistry,912,Materials Engineering,,,1042-7147,1099-1581,,,,,
686,Polytechnical University of Bucharest Scientific Bulletin Series A: Applied Mathematics and Physics,,1,Mathematical Sciences,2,Physical Sciences,,,1223-7027,,,,,,
31344,Popular Communication,,2001,Communication And Media Studies,2002,Cultural Studies,,,1540-5702,1540-5710,,,,,
122924,Popular Entertainment Studies,,1701,Psychology,1904,Performing Arts And Creative Writing,,,1837-9303,,,,,,
35739,Popular Music,,1904,Performing Arts and Creative Writing,2002,Cultural Studies,2001,Communication and Media Studies,0261-1430,1474-0095,,,,,
10133,Popular Music and Society,,1904,Performing Arts and Creative Writing,2002,Cultural Studies,1608,Sociology,0300-7766,1740-1712,,,,,
123088,Popular Music History,,1904,Performing Arts and Creative Writing,2103,Historical Studies,,,1740-7133,1743-1646,,,,,
10493,Popular Musicology Online,,1904,Performing Arts And Creative Writing,,,,,1357-0951,,,,,,
35811,Popular Narrative Media,,1902,"Film, Television And Digital Media",2002,Cultural Studies,,,1754-3819,1754-3827,,,,,
6040,Population,Population (Edition Francaise),1603,Demography ,,,,,0032-4663,1957-7966,1634-2941,,,,
6041,Population and Development Review,,1603,Demography ,,,,,0098-7921,1728-4457,,,,,
6042,Population and Environment,,5,Environmental Sciences,16,Studies in Human Society,14,Economics,0199-0039,1573-7810,,,,,
3309,Population Ecology,,602,Ecology,,,,,0034-5466,0386-4561,1438-3896,1438-390X,,,
